CreateObject(8661, 202.83780, -46.25080, 0.37990,   0.00000, 0.00000, 90.00000);
CreateObject(8661, 152.90540, -101.74950, 0.57990,   -0.00200, 0.00000, 90.00000);
CreateObject(8661, 213.20210, -46.87060, 0.38190,   0.00000, 0.00000, 90.00000);
CreateObject(8661, 202.78990, -182.02110, 0.57390,   0.00000, 0.00000, 90.00000);
CreateObject(8661, 192.85880, -111.77890, 0.57790,   0.00000, 0.00000, 90.00000);
CreateObject(8661, 172.87781, -111.77890, 0.57790,   0.00000, 0.00000, 90.00000);
CreateObject(8661, 152.90540, -111.77890, 0.57790,   0.00000, 0.00000, 90.00000);
CreateObject(8661, 172.87781, -101.74950, 0.57990,   -0.00200, 0.00000, 90.00000);
CreateObject(8661, 192.85880, -101.74950, 0.57990,   -0.00200, 0.00000, 90.00000);
CreateObject(8661, 212.84200, -101.74950, 0.57990,   -0.00200, 0.00000, 90.00000);
CreateObject(8661, 212.84203, -111.77888, 0.57790,   0.00000, 0.00000, 90.00000);
CreateObject(8661, 302.99069, -112.95420, 0.57790,   0.00000, 0.00000, 90.00000);
CreateObject(8661, 202.78990, -171.27460, 0.57590,   0.00000, 0.00000, 90.00000);
CreateObject(8661, 212.73180, -182.02110, 0.57590,   0.00000, 0.00000, 90.00000);
CreateObject(8661, 202.78450, -251.83971, 0.57390,   0.00000, 0.00000, 90.20100);
CreateObject(8661, 252.74831, -181.77327, 0.57790,   0.00000, 0.00000, 90.00000);
CreateObject(8661, 262.82330, -181.77330, 0.57590,   0.00000, 0.00000, 90.00000);
CreateObject(8661, 252.74831, -151.55969, 0.57590,   0.00000, 0.00000, 90.00000);
CreateObject(8661, 212.73184, -171.27455, 0.57790,   0.00000, 0.00000, 90.00000);
CreateObject(8661, 212.86279, -241.82452, 0.57790,   0.00000, 0.00000, 90.00000);
CreateObject(8661, 202.78450, -241.82449, 0.57590,   0.00000, 0.00000, 90.00000);
CreateObject(8661, 212.86279, -251.83971, 0.57590,   0.00000, 0.00000, 90.00000);
CreateObject(8661, 163.26469, -182.18680, 0.56170,   0.00000, 0.00000, 90.00000);
CreateObject(8661, 152.76970, -182.18680, 0.55970,   0.00000, 0.00000, 90.00000);
CreateObject(8661, 163.26469, -171.79030, 0.55970,   0.00000, 0.00000, 90.00000);
CreateObject(8661, 262.82330, -151.55969, 0.57390,   0.00000, 0.00000, 90.00000);
CreateObject(8661, 312.65344, -112.95420, 0.57990,   0.00000, 0.00000, 90.00000);
CreateObject(8661, 2364.06470, -8.36350, 25.48300,   0.00000, 0.00000, 0.00000);
CreateObject(8661, 2323.84863, 71.58446, 25.48300,   0.00000, 0.00000, 0.00000);
CreateObject(8661, 2323.84863, 51.59670, 25.48300,   0.00000, 0.00000, 0.00000);
CreateObject(8661, 2323.84863, 31.61890, 25.48300,   0.00000, 0.00000, 0.00000);
CreateObject(8661, 2323.84863, 11.63340, 25.48300,   0.00000, 0.00000, 0.00000);
CreateObject(8661, 2323.84863, -8.35240, 25.48300,   0.00000, 0.00000, 0.00000);
CreateObject(8661, 2364.06470, 11.63340, 25.48300,   0.00000, 0.00000, 0.00000);
CreateObject(8661, 2364.06470, 31.61890, 25.48300,   0.00000, 0.00000, 0.00000);
CreateObject(8661, 2364.06470, 51.59670, 25.48300,   0.00000, 0.00000, 0.00000);
CreateObject(8661, 2364.06470, 71.58450, 25.48300,   0.00000, 0.00000, 0.00000);
CreateObject(8661, 2318.85327, -79.01550, 25.30530,   0.00000, 0.00000, 0.00000);
CreateObject(8661, 2318.85327, -74.93130, 25.30730,   0.00000, 0.00000, 0.00000);
CreateObject(8661, 631.83807, -510.79141, 15.33500,   0.00000, 0.00000, 0.00000);
CreateObject(8661, 651.78137, -504.76923, 15.33500,   0.00000, 0.00000, 0.00000);
CreateObject(8661, 651.78137, -510.79141, 15.33700,   0.00000, 0.00000, 0.00000);
CreateObject(8661, 631.83807, -504.76920, 15.33900,   0.00000, 0.00000, 0.00000);
CreateObject(8661, 657.91779, -455.31720, 15.19840,   0.00000, 0.00000, 90.00000);
CreateObject(8661, 717.02942, -457.44760, 15.19840,   0.00000, 0.00000, 90.00000);
CreateObject(8661, 674.79852, -455.31720, 15.20040,   0.00000, 0.00000, 90.00000);
CreateObject(8661, 705.03149, -455.31720, 15.20040,   0.00000, 0.00000, 90.00000);
CreateObject(8661, 1220.85828, 301.15799, 18.34110,   0.00000, 0.00000, 156.14000);
CreateObject(8661, 1283.49219, 306.54398, 18.34510,   0.00000, 0.00000, 156.14000);
CreateObject(8661, 1277.94348, 294.02454, 18.34310,   0.00000, 0.00000, 156.14000);
CreateObject(8661, 1233.51685, 329.18271, 18.34110,   0.00000, 0.00000, 156.14000);
CreateObject(8661, 1221.82190, 303.07007, 18.34310,   0.00000, 0.00000, 156.14000);
CreateObject(8661, 1232.85315, 327.68152, 18.34310,   0.00000, 0.00000, 156.14000);
